participant_id,age,av_disclose_performance,av_reduce_injuries,av_report_safety,av_school_zone,av_share_data,av_speed_limit,av_two_drivers,bikegph_member,bikepgh_position,bikepgh_should_advocate,elaborate_bikepgh_position,end_date,familiar_av_tech,feel_safe_avs,feel_safe_cars,herzberg_death_change_opinion,interacted_av_biking,interacted_av_walking,interaction_details,negative_av_interaction,other_av_regulations,other_comments,own_car,own_smartphone,paying_attention_av_news,positive_av_interaction,regulate_av_testing,start_date,thoughts_pgh_av_testing,year,zipcode
533,,,Yes,,No,No,No,,,Neither Support nor Oppose,Neutral,I don't there is enough info to make that decision right now.,03/01/2017 2:58:29 PM PST,Extremely familiar,0.0,3.0,,No,No,,,,,,,To a large extent,,Not sure,03/01/2017 2:56:15 PM PST,Approve,2017,15024
534,,,No,,Yes,Not sure,Not sure,,,Actively Oppose,,"Self-driving cars are a nuisance and a waste. Their existence puts more cars on the road at any given time and consequently consumes more gas. Self-driving cars represent a lazy and non-environmental approach to the suddenly present problem of ""safety"" surrounding vehicles on the road. By their sheer power, motor vehicles in general are NOT safe, and the further you remove users from their connection with the vehicle, the less safe all the circumstances become. For instance, the move from manual transmission vehicles to automatic transmission freed up a hand to do other dangerous and distracting tasks while driving instead of using that hand to shift gears. These conveniences furthermore deprive users of a necessary understanding of the machine they are operating. For example, during the Toyota recall of the ""sticky accelerator,"" a man drove his family off a cliff because he didn't know to put the car in neutral. Self-driving cars will make us all even less aware of the machine's internal processes and how to deal with problems that may occur; to achieve our desire for safety, we must instead develop vehicles that reinforce our knowledge of their operation and our physical connection to their functions.   In addition, automation has a history of removing people from the picture and subsequently removing them from employment. Automation is NOT good for the economy in the long-term--only for short-term gains by a select few tech companies.   I see absolutely no reason why BikePGH should support the development of self-driving vehicles.",03/08/2017 7:20:19 PM PST,Somewhat familiar,3.0,4.0,,Yes,No,They are slow and sneaky.,,BAN THEM!!!!,See above.,,,To a large extent,,Yes,03/01/2017 9:30:35 PM PST,Disapprove,2017,15212
535,,,Yes,,Not sure,Not sure,Not sure,,,No Opinion,Neutral,"I just wanted to share my experience, as not many people walk through the AV-heavy area near the Strip.",03/02/2017 4:17:36 AM PST,Mostly familiar,4.0,4.0,,No,Yes,"I walk to work through Bloomfield/Lawrenceville/Strip everyday, so I see multiple autonomous Uber vehicles daily. I have never had one of them block a crosswalk or hard-stop to avoid running a sign or light and hitting me, nor run one and very nearly run me over; I cannot say the same for manually-operated vehicles.",,,,,,To some extent,,Yes,03/02/2017 4:07:51 AM PST,Somewhat Approve,2017,15224
536,,,Yes,,No,Yes,Yes,,,Neither Support nor Oppose,Agree,BikePGH should be aware of the positives and negatives of autonomous vehicles and advocate for them to be as beneficial as possible to cyclists and pedestrians.,03/02/2017 4:56:47 AM PST,Mostly familiar,5.0,4.0,,Yes,No,"I see Uber's vehicles on my bike commute through the strip. They largely appear to behave like any other car, to the extent that I can't tell if they are operating in autonomous mode or are being driven by a human.",,,,,,To a large extent,,Yes,03/02/2017 4:46:07 AM PST,Neutral,2017,15201
537,,,Yes,,Not sure,Not sure,No,,,Actively Support,Neutral,,03/02/2017 5:41:49 AM PST,Mostly familiar,4.0,2.0,,No,Yes,Car clearly saw me and slowed appropriately - I had more confidence in it than a regular car.,,,,,,To a large extent,,Yes,03/02/2017 5:15:51 AM PST,Approve,2017,15209
538,,,No,,Yes,Yes,Yes,,,Actively Oppose,Strongly Agree,Too unsafe avs too large share bikes and walkers,03/02/2017 6:11:47 AM PST,Somewhat familiar,3.0,3.0,,No,No,,,Helments,No,,,To some extent,,Yes,03/02/2017 6:08:42 AM PST,Disapprove,2017,15601
539,,,Yes,,No,Not sure,Yes,,,Actively Support,Strongly Agree,"I think the progress of AV will happen anyway, so it's best if we get involved to ensure safety and harmony between organizations.",03/02/2017 6:13:01 AM PST,Mostly familiar,5.0,2.0,,No,Yes,"I was crossing the street and the AV was making a right turn to cross the crosswalk I was in.  It waited, at a reasonable distance, and did not proceed through until I had been out of the crosswalk for a couple of steps.  I have seen this same success with numerous other pedestrians in and around Oakland.",,,,,,To a moderate extent,,Yes,03/02/2017 6:10:23 AM PST,Approve,2017,15206
540,,,Yes,,Yes,Not sure,Yes,,,No Opinion,Neutral,I am not a BikePGH member so I do not have an opinion on what position they should take.,03/02/2017 6:48:43 AM PST,Mostly familiar,4.0,2.0,,No,Yes,"They appeared to be following traffic rules and did not attempt to run people over in the crosswalk, which happens to me often with regular vehicles.",,,,,,To a moderate extent,,Yes,03/02/2017 6:17:41 AM PST,Somewhat Approve,2017,15221
541,,,Yes,,No,Not sure,Not sure,,,Actively Support,Neutral,"AVs are much safer than human drivers. The more AVs are on the road, the safer they are for bikers, pedestrians and other drivers.",03/02/2017 11:09:53 AM PST,Somewhat familiar,5.0,4.0,,Yes,No,,,,"I'm proud to live in a city that is A) so biker/pedestrian friendly, and B) a testing ground for AVs. I think most testing of AVs is better for everyone (for safety, tech advancements and our economy). Regulations to protect safety are important but I worry about unnecessary regulations that limit the ability of AV testing. Any regulations should be recommended by experts in the field and should not be based on fear.",,,To a moderate extent,,Not sure,03/02/2017 11:03:38 AM PST,Approve,2017,15207
542,,,Yes,,No,No,No,,,Actively Support,Neutral,"With appropriate testing, AVs are safer for bikes than people.",03/02/2017 12:51:10 PM PST,Extremely familiar,4.0,4.0,,No,Yes,"Very cautious, always let me go first.",,,"I rode in an SDU, it was neat.",,,To a large extent,,No,03/02/2017 12:48:23 PM PST,Approve,2017,15201
543,,,Maybe,,Not sure,Yes,Yes,,,Neither Support nor Oppose,Agree,Wait and see. They seem to be ok as of now.,03/02/2017 1:03:44 PM PST,Not familiar at all,3.0,3.0,,No,Yes,The vehicle drove cautiously,,,Innoway I admire them for choosing such Challenging terrain and traffic patterns for their testing.,,,To some extent,,Yes,03/02/2017 12:58:59 PM PST,Somewhat Approve,2017,15228
544,,,Yes,,No,Yes,No,,,Neither Support nor Oppose,Neutral,We don't know enough yet about how AVs will interact with bicyclists.  Bicycles are pretty small & ride near the edge of the road so they may turn out to be difficult to detect and track.,03/02/2017 1:35:33 PM PST,Mostly familiar,5.0,3.0,,Yes,Yes,"In the fall I was stopped at the crosswalk to cross 5th at Bellefield.  Cars on 5th routinely enter the intersection in the yellow.  An Uber AV started entering the intersection just as the yellow was ending and actually entered on a red light.  Because these cars give no indication as to whether they are under human or autonomous control I have no way of knowing whether this was a Pittsburgh safety driver with bad habits or autonomy in need of tuning.  I was somewhat surprised because I had expected autonomous cars to be more rather than less cautious than a human.  Another experience while driving on 5th I stopped for a light leaving a gap in traffic so a car in the opposite lane could turn into a driveway.  Although the AV in the opposite lane had  its turn signal on  and a line of cars behind it, it wavered and eventually did not make the turn into the driveway until after the light changed.",,,,,,To a large extent,,Yes,03/02/2017 1:08:05 PM PST,Approve,2017,15208
545,,,,,,,,,,,,,03/04/2017 2:00:24 PM PST,,,,,,,,,,,,,,,,03/02/2017 1:53:46 PM PST,,2017,
546,,,,,,,,,,,,,03/04/2017 3:35:24 PM PST,,,,,,,,,,,,,,,,03/02/2017 3:32:32 PM PST,,2017,
547,,,Yes,,Yes,Yes,Yes,,,Neither Support nor Oppose,Disagree,,03/02/2017 3:56:54 PM PST,Extremely familiar,1.0,2.0,,No,No,,,,,,,To a moderate extent,,Yes,03/02/2017 3:55:24 PM PST,Disapprove,2017,15201
548,,,Not sure,,Yes,Yes,Yes,,,Actively Oppose,Strongly Disagree,,03/02/2017 4:11:24 PM PST,Somewhat familiar,2.0,3.0,,No,No,,,,,,,To a moderate extent,,Yes,03/02/2017 4:04:40 PM PST,Disapprove,2017,15219
549,,,Not sure,,Yes,Yes,Yes,,,No Opinion,Neutral,I don't know enough about how these vehicles operate to make an informed decision.,03/02/2017 4:24:43 PM PST,Somewhat familiar,3.0,3.0,,Yes,Not sure,It appeared that the human diver took over to pass me. This was in the strip district where the bike lane is the road. It was not a problem as I was aware and ready to react as needed. Both traveling the same direction at approximately the same speed.,,,I've never been in one. I see them almost daily.,,,To a large extent,,Yes,03/02/2017 4:19:39 PM PST,Neutral,2017,15223
550,,,Yes,,No,No,Yes,,,Actively Support,Strongly Disagree,AVs are the future. Best to embrace them and work with them instead of fighting them.,03/02/2017 5:50:31 PM PST,Somewhat familiar,5.0,2.0,,Yes,Yes,It seemed safe,,,,,,To a large extent,,Not sure,03/02/2017 5:47:12 PM PST,Approve,2017,15202
551,,,Yes,,No,Not sure,No,,,No Opinion,Neutral,,03/03/2017 2:10:06 AM PST,Not familiar at all,4.0,3.0,,No,Not sure,They drove by me,,,,,,To little extent,,Not sure,03/03/2017 2:07:07 AM PST,Approve,2017,15202
552,,,No,,Yes,No,Yes,,,Actively Oppose,Agree,"I say ""actively oppose"" because I don't believe these AV companies care at all about anyone's saftey. I don't believe any of this has been conducted with enough sense and I appreciate anyone who will take a stand to demand more from them.",03/03/2017 6:14:43 AM PST,Mostly familiar,3.0,3.0,,Yes,Yes,"The one that stands out was riding down Liberty where it crosses with the Bloomfield Bridge. The AV lingered behind me as I approached the light and seemed to hang back while we waited. But no big deal. When the light turned green I took the curve wide hoping it would pass but it didn't. Then it gets pretty narrow with cars parked along the right, bike lane, then the driving lane with a divider. My experience is usually that cars hang out until there's more open space before zooming passed. Maybe because I was up to speed and relatively consistent (my speculation) but the AV decided it could slide through. While I trust it could slide through if its lazors thought so, it skimmed by me closer than any vehicle I could recall. I wonder if it trusted itself? My fear is that I can't bike with such percision, and can easily be knocked an inch to the side, which in my opinion, here, would have meant contact.",,"I just wish we had a choice whether we were guinea pigs or not. I'm open to anything, but being subjected to this while in its infant stage is upsetting and dangerous.",,,,To a moderate extent,,Yes,03/03/2017 5:52:16 AM PST,Disapprove,2017,15224
553,,,Maybe,,Yes,Yes,Yes,,,Neither Support nor Oppose,Strongly Agree,Advocate for safety.,03/03/2017 7:19:15 AM PST,Mostly Unfamiliar,2.0,4.0,,No,Yes,"My 4 children and I were headed to the main branch of the Carnegie Library in Oakland. We parked across the street from Pitt's business school and walked along Roberto Clemente Drive/Schenley Drive to get there. Crossing Bigelow at the corner, we waiting for the pedestrian signal, then entered the crosswalk. As soon as the traffic light for that same direction turned green, an Uber car turned right -- passing through the crosswalk we were occupying. This is particularly alarming considering the youngest children in my group -- age 5 and 8, they are excited, high-energy kids who started crossing as soon as the pedestrian Walk signal came on. But, given their youth, they don't ""walk"" at the same (slower, more attentive) rate as the older children or me.  Consider too, these children are not an anomaly in that part of Pittsburgh. Schenley Plaza is a popular public space, and the corner where we crossed is closest to the carousel.  The Uber should not be able to turn right if the crosswalk it would pass through is occupied at all.",,The Uber should not be able to turn right if the crosswalk it would pass through is occupied at all.,,,,To some extent,,Yes,03/03/2017 7:08:33 AM PST,Disapprove,2017,15218
554,,,Yes,,No,Not sure,Yes,,,Actively Support,Neutral,,03/03/2017 10:46:00 AM PST,Somewhat familiar,4.0,2.0,,Yes,Yes,,,,,,,To a moderate extent,,Not sure,03/03/2017 10:42:22 AM PST,Approve,2017,15102
555,,,Yes,,Not sure,Not sure,Yes,,,Neither Support nor Oppose,Agree,Self driving cars are an inevitability but it has to be done safely and you oppose it until it can.,03/03/2017 12:42:05 PM PST,Somewhat familiar,1.0,1.0,,Yes,No,"No major issues. I've seen a car attempt to turn 50ft before it got to the intersection, veering towards the curb/sidewalk, but it was going fairly slow and corrected it's course before making contact with the curb. I've also seen them go through changing lights they really should have stopped at, although the car may have been under manual control.",,,"I do not think Uber is a trustworthy company. I think the technology they are putting on the road is unfinished and may put people, pedestrians and cyclists particularly, at risk. I'm not comfortable with Pittsburgh being a testing ground while they try to get it right.",,,To some extent,,Yes,03/03/2017 12:14:34 PM PST,Disapprove,2017,15211
556,,,Not sure,,Not sure,Yes,Yes,,,No Opinion,Neutral,,03/03/2017 5:35:19 PM PST,Mostly Unfamiliar,3.0,3.0,,No,No,,,,,,,To some extent,,Yes,03/03/2017 5:33:56 PM PST,Somewhat Disapprove,2017,15208
557,,,No,,Yes,Yes,Yes,,,Actively Oppose,Strongly Disagree,,03/03/2017 5:44:19 PM PST,Mostly familiar,1.0,2.0,,Yes,Yes,Benign,,,,,,To a moderate extent,,Yes,03/03/2017 5:42:50 PM PST,Disapprove,2017,15206
558,,,Yes,,No,Yes,Not sure,,,Actively Support,Agree,,03/04/2017 4:10:53 AM PST,Mostly Unfamiliar,4.0,4.0,,No,Yes,I walk frequently in Shadyside and Oakland and often see AV. I have crossed at intersections where they are stopped. I have noted that they leave space for bikes and at the intersection of Morewood and 5th they stop at the stop line.,,,,,,To a moderate extent,,Yes,03/04/2017 4:04:45 AM PST,Approve,2017,15217
559,,,Yes,,No,Yes,No,,,Actively Support,Strongly Disagree,,03/04/2017 6:19:06 AM PST,Extremely familiar,4.0,2.0,,Yes,Yes,,,,,,,To a large extent,,Yes,03/04/2017 6:17:37 AM PST,Approve,2017,15217
560,,,Not sure,,Yes,Yes,Yes,,,Neither Support nor Oppose,Agree,,03/04/2017 7:39:29 AM PST,Mostly Unfamiliar,2.0,3.0,,No,No,,,,,,,To some extent,,Yes,03/04/2017 7:37:30 AM PST,Somewhat Disapprove,2017,15116
561,,,Yes,,Not sure,Yes,Yes,,,Actively Support,Agree,Here is a chance to ensure that AVs make our streets safer.    Being an active supporter and consultant to the AV testing process provides a unique opportunity to influence the trajectory of this disruptive technology.,03/04/2017 9:04:30 AM PST,Somewhat familiar,4.0,3.0,,Yes,Yes,"While walking, I felt safe. The car came to a full Stop and was very safe. It felt good to know I made eye contact with the operator in the drivers seat.   While biking, the cars are a bit scary. They maintain speed and do not swerve to give ample room like most cars driven by people do.",,,,,,To a moderate extent,,Not sure,03/04/2017 8:59:28 AM PST,Approve,2017,15201
562,,,Yes,,No,Yes,Not sure,,,Actively Support,Agree,"I think Bike Pittsburgh should keep an eye on how AVs are doing, especially for cyclists, and be a voice for safety if/when the city regulates them. I suspect that a  sensible corporate fear of litigation will be a pretty strong force in keeping companies careful.",03/04/2017 9:29:21 AM PST,Somewhat familiar,4.0,2.0,,No,Yes,"The AV drove more slowly and cautiously than a human. Given how some Pittsburgh human drivers have accelerated towards me in a crosswalk, I heartily welcome the robots!",,Agree to regular audits of their engineering (SW and HW) and QA processes.,"Tens of thousands of people die in car accidents every year. I believe the biggest factor is people -- distracted, confused, stupid, angry, drunk. I believe that AVs will save lives. I recommend that everyone read the book ""Traffic"" by Tom Vanderbilt.",,,To a large extent,,Not sure,03/04/2017 9:16:16 AM PST,Approve,2017,15217
563,,,Yes,,No,Yes,No,,,Actively Support,Agree,"Drivers are dangerous and unpredictable. I see them become more so with the rampant use of handheld devices while driving. I would expect AVs to always follow rules, and as a cyclist I would find it easier to stay safe with less unpredictable car behavior.",03/04/2017 9:30:04 AM PST,Mostly familiar,4.0,3.0,,Yes,Yes,"Passed on left while biking on Penn. It was different than a typical driver, who will accelerate past while crossing yellow line. The Uber passed without changing speed or swerving. I don't think it was less than 4 feet, but it felt unnerving. Probably because there was change on behavior by the Uber, so no real assurance that I was seen.   An Uber in the strip has stopped for me in a crosswalk while I was a pedestrian.",,,I have been a passenger in one and was impressed by the safety concerns and thoroughness of the feedback process by the Uber employees in the AV.,,,To a large extent,,No,03/04/2017 9:16:19 AM PST,Approve,2017,15201
564,,,Yes,,No,No,Yes,,,Actively Support,Neutral,"Human drivers are the worst.  AVs, when fully developed and deployed years from now, will drastically reduce car-bike-ped conflicts.",03/04/2017 10:40:18 AM PST,Extremely familiar,5.0,1.0,,Yes,Yes,All good!,,,,,,To a large extent,,Yes,03/04/2017 10:36:03 AM PST,Approve,2017,15232
565,,,Yes,,Not sure,Yes,Not sure,,,Actively Support,Neutral,I can't wait until the day when humans are no longer allowed to drive motorized vehicles on public streets. ,03/04/2017 12:02:41 PM PST,Mostly familiar,3.0,1.0,,Not sure,Not sure,,,,,,,To some extent,,Yes,03/04/2017 12:00:27 PM PST,Approve,2017,15221
566,,,Maybe,,Yes,Yes,Yes,,,Actively Oppose,Disagree,,03/04/2017 3:03:26 PM PST,Mostly Unfamiliar,2.0,4.0,,No,Yes,Didn't stop while I was crossing the street,,,,,,To some extent,,Yes,03/04/2017 2:59:56 PM PST,Disapprove,2017,15229
567,,,Yes,,No,Yes,Not sure,,,Actively Support,Neutral,,03/04/2017 5:59:42 PM PST,Somewhat familiar,0.0,4.0,,No,No,,,,,,,To a moderate extent,,Yes,03/04/2017 5:58:15 PM PST,Approve,2017,15207
568,,,Yes,,Not sure,Yes,Not sure,,,No Opinion,Neutral,,03/04/2017 6:31:26 PM PST,Mostly Unfamiliar,3.0,3.0,,Yes,No,I've been passed by them occasionally while biking-- since they have human drivers just in case it's hard to tell if the AV itself is doing the maneuvering in dicey situations.,,,,,,To some extent,,Yes,03/04/2017 6:27:04 PM PST,Neutral,2017,15224
569,,,Maybe,,Not sure,Yes,Yes,,,Neither Support nor Oppose,Strongly Agree,,03/05/2017 6:31:57 AM PST,Mostly familiar,4.0,4.0,,Yes,Yes,"As a cyclist, I've been passed by them. They leave decent space to the left. As a pedestrian, I've encountered them in crosswalks. I'm never sure whether it's safe to step out in front of them, unless the driver motions to me. I know how to tell if a human driver can see me, but how do I know if AI sees me? I wish they had some sort of pedestrian friendly light or signal. I haven't run across this yet, but I would be similarly unsure about making a left turn on my bike in front of a driverless car.",,,,,,To a moderate extent,,Yes,03/05/2017 6:25:14 AM PST,Somewhat Approve,2017,15232
570,,,Not sure,,Yes,Yes,Not sure,,,Actively Support,Agree,"This is an issue that puts bike riders at risk, Bike Pittsburgh should be involved.",03/05/2017 9:38:22 AM PST,Mostly familiar,2.0,3.0,,Yes,Yes,"Riding on Butler street in Lawrenceville. The car (and the two car keepers) pulled up behind me at a stop light. I didn't feel safe, but everything seemed to go smoothly. They kept their distance behind me, (I wasn't able to go the speed of traffic) until I turned off to a side street to avoid further interaction.",,"I think the city needs to put more regulations on the AVs, and insist on proof of safe guards in place before driving. The company should also pay for and execute community education initiatives to help us understand what can happen, and what they are doing to keep accidents from happening. I also believe they should have to pay for road safety campaigns to keep people off phones and texting.","This is the next step. AV's are bound to happen. The technology exists. The issue is that no one is paying attention to the ethics, economics and safety regulations as these robots enter into our society.   I believe our Mayor was doing his best when he invited Uber to our city, the problem is that no one is thinking, ""Jeez, this might have implications. What are those? Where will this put us 5 or 10 years from now? What does it mean to have 1500 autonomous cars in a growing urban area? Who will lose their jobs? who will lose their lives? Who will be hurt in the process? Is it worth it? What can we do to make this better for everyone?""  Our city government should be asking, ""How might we use autonomy to help our community?""  We shouldn't be reactively making decisions without the ethics, safety precautions and economic support in place.  Thanks for listening. Just my two cents. So yes. Please be involved. As an urban biker, you are my advocate.  Thank you! :)",,,To a large extent,,Yes,03/05/2017 9:18:57 AM PST,Somewhat Disapprove,2017,15201
571,,,Yes,,Yes,Yes,No,,,Actively Support,Agree,"I think there is a good opportunity to improve safety with autonomous vehicles, since technology can be made more reliable than humans, and can improve with time.  However, appropriate regulations and laws need to be put in place so that we do not see the continued abusive trend of the automotive industry thus far, for instance, victim blaming, criminalising human behaviour on streets, squeezing out other favorable human forms of transport (walking, cycling, etc).  As (rather fallible) human drivers are removed from the equation, liability must *firmly* fall upon the manufacturers and operators of autonomous vehicles.  Human safety is not to be sacrificed for the 'free passage' of autonomous vehicles.  They must slow or stop where prospective injury or death can occur.  It's also the right time to review other issues that fall out from high automobile use, for instance parking requirements and street parking.  Government policies need to be enacted now to return a greater share of the streets to people, and to reverse the blight of carparks on urban form.",03/05/2017 4:39:00 PM PST,Somewhat familiar,0.0,0.0,,No,No,,,"This is a good time to introduce liability laws that protect others, primarily pedestrians, cyclists, etc. Mercedes set a callous precedent by stating their vehicles would protect their occupants at the expense of those outside.  That is a move to bypass any liability.  Car manufacturers and operators need to be held liable for any injuries and deaths caused by autonomouse vehicels",,,,To some extent,,Yes,03/05/2017 4:25:50 PM PST,Somewhat Approve,2017,10011
572,,,Yes,,No,Yes,No,,,Actively Support,Neutral,,03/05/2017 10:23:08 PM PST,Somewhat familiar,2.0,3.0,,No,Yes,,,,,,,To a large extent,,No,03/05/2017 10:20:40 PM PST,Approve,2017,15203
573,,,Yes,,No,Yes,No,,,No Opinion,Neutral,"I am a pedestrian, not a cyclist.  BikePGH needs to focus their attention on cyclists who had no regard for traffic laws and pedestrians downtown.",03/06/2017 5:14:29 AM PST,Mostly familiar,4.0,2.0,,No,Yes,"There seems to be no issues. I do confess, I was tempted to step out to see how the car would react.",,,I am excited that the future is being molded here in Pittsburgh!,,,To a moderate extent,,No,03/06/2017 5:10:22 AM PST,Approve,2017,15601
574,,,Yes,,Not sure,Yes,Not sure,,,Neither Support nor Oppose,Disagree,,03/06/2017 6:05:29 AM PST,Mostly familiar,4.0,4.0,,Yes,Yes,Biking on 5th Avenue. AV behind me. No issues.,,,,,,To a large extent,,Yes,03/06/2017 6:04:01 AM PST,Somewhat Approve,2017,15206
575,,,Not sure,,Not sure,Yes,Not sure,,,No Opinion,Neutral,,03/06/2017 6:06:28 AM PST,Somewhat familiar,3.0,3.0,,No,Yes,Have seen the cars driving by,,I am assuming the first question also applied to pedestrians who interacted with an AV vehicle?,,,,To a moderate extent,,Yes,03/06/2017 6:04:17 AM PST,Somewhat Approve,2017,15210
576,,,Yes,,Not sure,Yes,Yes,,,Actively Support,Neutral,"I think it's important to make sure we're seen as partners as opposed to adversaries in this. I also think that, while the testing period may seem a little scary to some, in the long run this will make everyone safer and hopefully reduce the number of cars on the road.",03/06/2017 6:08:57 AM PST,Somewhat familiar,0.0,4.0,,No,No,,,,,,,To some extent,,Not sure,03/06/2017 6:04:39 AM PST,Approve,2017,15209
577,,,Yes,,Yes,Yes,Yes,,,Actively Support,Agree,"I think Bike Pgh probably has a lot of useful insight that could be provided to AV makers, testers, regulatory agencies, etc.",03/06/2017 6:10:58 AM PST,Mostly familiar,4.0,3.0,,No,Not sure,,,,"I feel that whether or not people like it, with the proper technology, AVs should be able to increase safety on the roads because machines/computers can process information at incredible speeds, and machines don't drive under the influence or when tired/fatigued.",,,To a moderate extent,,Yes,03/06/2017 6:04:59 AM PST,Approve,2017,15217
578,,,Yes,,No,Yes,Yes,,,Neither Support nor Oppose,Agree,,03/06/2017 6:08:35 AM PST,Somewhat familiar,3.0,5.0,,No,Yes,,,,,,,To a moderate extent,,Yes,03/06/2017 6:05:51 AM PST,Approve,2017,15206
579,,,Yes,,No,Yes,No,,,Actively Support,Disagree,Aid will be safer for bikers.,03/06/2017 6:08:52 AM PST,Somewhat familiar,4.0,3.0,,No,Yes,Perfectly safe,,,,,,To a large extent,,No,03/06/2017 6:07:01 AM PST,Approve,2017,15203
580,,,Yes,,No,Not sure,Yes,,,Actively Support,Disagree,"Once AV's occupy the roads, the roads will be safer for walkers, bikers, and other drivers.",03/06/2017 6:09:59 AM PST,Somewhat familiar,4.0,4.0,,No,Yes,I interacted with the Uber Volvo AV at a crosswalk. No issues and nothing different from other cars on the road.,,,,,,To little extent,,Not sure,03/06/2017 6:07:21 AM PST,Approve,2017,15203
581,,,Yes,,No,Not sure,No,,,Actively Support,Strongly Disagree,They are much safer than human driven cars. You will not have one blowing its horn at you when you are Biking.,03/06/2017 6:11:48 AM PST,Extremely familiar,5.0,3.0,,No,No,,,,the more on the streets the safer we will be.,,,To a large extent,,No,03/06/2017 6:07:28 AM PST,Approve,2017,16105
582,,,No,,Not sure,Yes,Yes,,,No Opinion,Neutral,,03/06/2017 6:10:36 AM PST,Not familiar at all,2.0,2.0,,Yes,Yes,I have ridden my bike or been walking when they have been driving by.,,,,,,To little extent,,Yes,03/06/2017 6:07:49 AM PST,Somewhat Disapprove,2017,15212
583,,,Yes,,No,Yes,Yes,,,Actively Support,Agree,,03/06/2017 6:10:36 AM PST,Somewhat familiar,4.0,3.0,,No,Yes,,,,,,,To some extent,,Yes,03/06/2017 6:09:08 AM PST,Approve,2017,15221
584,,,Maybe,,Not sure,Yes,Yes,,,Neither Support nor Oppose,Neutral,"I think it is important to keep perspective. We don't yet know all the upsides and downsides of this new technology, and much like in the testing of new drugs we take small risks knowing that there is regulatory structure monitoring the testing. If Bike PGH gets involved I think it should be in advocating and supporting regulation of the testing, and only later make an assessment about further advocacy.",03/06/2017 6:16:36 AM PST,Somewhat familiar,2.0,2.0,,No,Yes,It stopped and I walked past it.,,,,,,To a large extent,,Yes,03/06/2017 6:12:18 AM PST,Somewhat Approve,2017,15206
585,,,Yes,,No,Yes,No,,,Actively Support,Agree,"Just like bikes, AVs represent an alternative form of transportation. As such, it would be hypocritical for Bike Pittsburgh to oppose them, especially given their potential to actually improve safety through full and constant attention to the roads and surroundings.",03/06/2017 6:23:11 AM PST,Mostly familiar,4.0,3.0,,No,Yes,Crosswalks in the Strip District. Nothing unusual.,,They should be treated as regular cars; otherwise the tests are meaningless.,I'm excited by their potential.,,,To a large extent,,Not sure,03/06/2017 6:14:00 AM PST,Approve,2017,15208
586,,,Yes,,Not sure,Yes,Yes,,,Neither Support nor Oppose,Strongly Agree,I think AV's are here to stay so I'd like to see bike PGH be a voice to ensure that they are as safe as possible.,03/06/2017 6:17:57 AM PST,Mostly Unfamiliar,4.0,5.0,,No,No,,,,,,,To a large extent,,Yes,03/06/2017 6:16:09 AM PST,Somewhat Disapprove,2017,15212
587,,,Yes,,No,Yes,No,,,Actively Support,Neutral,"I think BP should be supportive, but focus should remain on increasing bike options (i.e., trails). I would hate to see resources taken away to focus on AV.",03/06/2017 6:20:02 AM PST,Somewhat familiar,4.0,3.0,,No,Yes,"Everything was as normal. If it wasn't for the equipment on top of the vehicle, I would not have known it was an AV.",,,,,,To some extent,,Yes,03/06/2017 6:16:13 AM PST,Approve,2017,15090
588,,,Maybe,,Yes,Yes,Yes,,,Actively Support,Agree,"If you actively support the AVs, then you can have input on policy and how they are used.",03/06/2017 6:20:25 AM PST,Somewhat familiar,0.0,3.0,,No,No,,,,,,,To some extent,,Yes,03/06/2017 6:17:06 AM PST,Neutral,2017,15132
589,,,Yes,,No,Not sure,Not sure,,,Neither Support nor Oppose,Disagree,"If you have to do one, support.  My hope is that AVs make cars more predictable, which is good for everyone. I'd rather city planners plan for anything that isn't SOVs and personal car ownership, and AVs stand to do just that. In a future where robot-Lyfts (I am assuming Uber has gone out of business by this point due to misogyny and bro culture, but if I'm wrong about that, they might be running the White House) are ubiquitous and cheaper than car ownership, I hope bike pgh ensures that they're all installed with bike racks. Because that would be cool.",03/06/2017 6:21:24 AM PST,Extremely familiar,3.0,3.0,,No,Yes,,,,,,,To a large extent,,Yes,03/06/2017 6:17:09 AM PST,Approve,2017,15224
590,,,Yes,,Not sure,Yes,Yes,,,Actively Oppose,Neutral,"For me AVs, particular gas powered, while getting the point correct on passenger safety, completely misses the point of riding bikes for the environment.  AVs has the potential to take $ and infrastructure improvements away from bicycling.  I can very easily see the city bending over backwards and re-distributing funds meant for pedestrians and bikers to support AV roadway infrastructure.  Can these exist without interfering with one another?  My gut feeling is like most industries, the people with the $ will get preference.",03/06/2017 6:25:54 AM PST,Mostly familiar,3.0,2.0,,Yes,Yes,"It did not handle the ""pittsburgh left"" well.    It had lane drift of approximately +/-2 ft side to side when riding down liberty avenue bloomfield towards the strip district, which worried me due to the situation of the bike lane next to parked cars and the preference of people to want to stay a safe distance from the parked cars if doors open.    It uses turn signals in ""unusual"" situation, such as when a road goes from one lane to two, where its use of the turn signal to ""pick a lane"" is easily confused by potential for turning on a side street.    Unlike a real car, it can't interpret jay walkers or pedestrians standing on the sidewalk looking to cross in the same manner of ""slowing down.""",,"Biggest worry is the transition period.  I feel AVs are safe, but are best suited when given dedicated roadways, like the busway.  Perhaps determine ""approved"" AV routes, so not as high mixing of AVs, cylists, and regular motorists.",,,,To a large extent,,Yes,03/06/2017 6:17:15 AM PST,Somewhat Disapprove,2017,15212
